Order ID,Order Date,Customer Name,Customer ID,Contact Number,Product Name,Product ID,Quantity,Total Sale,Unit Price,Payment Method,Server,Location
649,2021-06-07,Nathan,8859,902-573-0127,Ice Cream,15,4,15.96,3.99,Credit Card,Grace,Scarborough
648,2021-06-08,Stephanie,1152,834-078-8182 x734,Garden Salad,14,4,19.96,4.99,Cash,Humza,Scarborough
647,2021-06-14,Harold,6695,884.996.5466,Regular Combo,4,2,8,4,Cash,Eva,Markham
646,2021-06-16,Lee,9660,960 310 5377,Small Combo,3,3,9,3,Credit Card,Altaf,Toronto
645,2021-06-17,Elizabeth,3388,409 212 4085,Regular Combo,4,4,16,4,Cash,Eva,Toronto
644,2021-06-18,Bradley,7691,+1 (259) 945-5173,Regular Combo,4,5,20,4,Debit Card,Eva,Mississauga
643,2021-06-18,Nancy,7214,+1 (308) 139-7355,Soda (Regular),9,3,4.47,1.49,Cash,Dawood,Scarborough
642,2021-06-21,Darlene,7301,1 (685) 225-4940,Veggie Burger,18,2,11.98,5.99,Credit Card,Grace,Mississauga
641,2021-06-24,Kenneth,5484,1 (504) 374-0654,Regular Combo,4,2,8,4,Debit Card,Dawood,Mississauga
640,2021-06-25,Gavin,6696,(909) 579-7197 x598,Double Patty Burger,17,2,15.98,7.99,Credit Card,Humza,Mississauga
639,2021-06-28,Rodney,6349,(450) 242-6131,Onion Rings,12,1,3.99,3.99,Credit Card,Charlie,Scarborough
638,2021-06-28,Michael,8283,(605) 139-4078 x449,Soda (Large),10,2,3.98,1.99,Debit Card,Eva,Markham
637,2021-06-29,Selena,9228,+1 (701) 432-9790,Veggie Burger,18,3,17.97,5.99,Cash,Charlie,Scarborough
636,2021-07-01,Sarah,3900,1 (497) 461-9086,Chili Cheese Fries,8,4,17.96,4.49,Debit Card,Eva,Mississauga
635,2021-07-05,Angela,2029,(923) 016-3692 x643,Small Combo,3,2,6,3,Debit Card,Eva,Markham
634,2021-07-08,Tracy,2787,(418) 182-3520,Cheese Fries,7,3,10.47,3.49,Credit Card,Humza,Markham
633,2021-07-09,Joshua,5936,1-434-973-9735,Bottled Water,11,5,5,1,Debit Card,Grace,Mississauga
632,2021-07-09,Kristen,1273,(152) 440-9121,Onion Rings,12,5,19.95,3.99,Debit Card,Altaf,Markham
631,2021-07-10,Karen,2818,(235) 773-3098,Chicken Burger,2,2,12.98,6.49,Credit Card,Charlie,Scarborough
630,2021-07-12,Bonnie,2101,1-859-102-8702,Classic Burger,1,2,11.98,5.99,Cash,Charlie,Mississauga
629,2021-07-13,Kimberly,1078,1-284-984-9152,Veggie Burger,18,1,5.99,5.99,Cash,Bob,Toronto
628,2021-07-15,Tammy,2278,321-066-7666,Garden Salad,14,5,24.95,4.99,Debit Card,Grace,Scarborough
627,2021-07-16,Carolyn,9994,1-596-549-0826,Veggie Burger,18,2,11.98,5.99,Debit Card,Dawood,Toronto
626,2021-07-16,Destiny,1169,645-610-5086,Choco Cookie,16,2,2.98,1.49,Debit Card,Eva,Markham
625,2021-07-17,Robert,1754,230 242 3711,Chicken Tenders (4 pc),13,4,23.96,5.99,Debit Card,Altaf,Toronto
624,2021-07-28,Lisa,5528,783.428.7292,Choco Cookie,16,4,5.96,1.49,Debit Card,Frank,Markham
623,2021-08-02,Christopher,1363,(214) 119-7665,Large Combo,5,3,15,5,Debit Card,Eva,Markham
622,2021-08-04,David,9448,1 (461) 156-8010,Cheese Fries,7,3,10.47,3.49,Cash,Bob,Toronto
621,2021-08-06,Cassandra,1181,1-108-272-1897,Choco Cookie,16,2,2.98,1.49,Cash,Frank,Toronto
620,2021-08-08,Stephen,6183,1 (669) 869-8724,Bottled Water,11,3,3,1,Debit Card,Bob,Scarborough
619,2021-08-09,Danielle,5231,1-806-339-0134,Chicken Tenders (4 pc),13,2,11.98,5.99,Debit Card,Frank,Toronto
618,2021-08-09,Jessica,9089,396-009-0570 x563,Chicken Tenders (4 pc),13,3,17.97,5.99,Cash,Humza,Markham
617,2021-08-11,Christina,7616,743-727-5521,Regular Fries,6,5,12.45,2.49,Credit Card,Frank,Toronto
616,2021-08-14,Jessica,9089,1 (154) 004-1868,Double Patty Burger,17,4,31.96,7.99,Credit Card,Eva,Mississauga
615,2021-08-17,Michael,8283,810-732-7351 x792,Garden Salad,14,1,4.99,4.99,Credit Card,Grace,Scarborough
614,2021-08-17,Jamie,5099,147-457-7199,Regular Fries,6,4,9.96,2.49,Cash,Altaf,Scarborough
613,2021-08-17,Alicia,3907,588-715-2144 x491,Garden Salad,14,1,4.99,4.99,Credit Card,Frank,Toronto
612,2021-08-18,Kevin,4959,+1 (845) 462-3672,Double Patty Burger,17,5,39.95,7.99,Credit Card,Grace,Markham
611,2021-08-20,Bruce,9042,968.908.4532,Onion Rings,12,2,7.98,3.99,Cash,Grace,Toronto
610,2021-08-23,Shane,3428,1 (408) 939-0364,Soda (Regular),9,4,5.96,1.49,Cash,Bob,Toronto
609,2021-08-24,Jeffrey,4056,+1 (350) 443-3493,Small Combo,3,1,3,3,Debit Card,Eva,Toronto
608,2021-08-25,Jeffrey,4056,154-496-6032,Soda (Regular),9,3,4.47,1.49,Debit Card,Dawood,Mississauga
607,2021-08-26,Jennifer,3902,(164) 111-0875 x361,Classic Burger,1,2,11.98,5.99,Cash,Altaf,Toronto
606,2021-08-26,Anna,2421,(178) 927-7919 x529,Bottled Water,11,3,3,1,Debit Card,Bob,Markham
605,2021-08-29,Sandra,8486,+1 (225) 534-4737,Ice Cream,15,5,19.95,3.99,Cash,Grace,Scarborough
604,2021-08-31,George,6082,(271) 609-5483,Soda (Regular),9,2,2.98,1.49,Cash,Bob,Mississauga
603,2021-09-03,Gabrielle,9076,1 (665) 841-6574,Veggie Burger,18,2,11.98,5.99,Credit Card,Eva,Mississauga
602,2021-09-03,David,9448,529 876 8488,Cheese Fries,7,4,13.96,3.49,Cash,Eva,Mississauga
601,2021-09-03,Andrew,4364,(580) 552-4661 x027,Chicken Tenders (4 pc),13,4,23.96,5.99,Debit Card,Frank,Scarborough
600,2021-09-05,Dennis,6487,942.505.6793,Chili Cheese Fries,8,1,4.49,4.49,Debit Card,Bob,Toronto
599,2021-09-06,Thomas,2308,+1 (377) 920-8494,Veggie Burger,18,3,17.97,5.99,Credit Card,Humza,Mississauga
598,2021-09-11,Gary,8909,634-624-5401,Bottled Water,11,4,4,1,Credit Card,Altaf,Markham
597,2021-09-12,Jennifer,3902,541.702.8900,Soda (Large),10,1,1.99,1.99,Cash,Altaf,Markham
596,2021-09-13,Andrew,4364,433.686.5844,Large Combo,5,5,25,5,Credit Card,Bob,Markham
595,2021-09-14,Stephanie,1152,807.659.9765,Chili Cheese Fries,8,1,4.49,4.49,Credit Card,Grace,Mississauga
594,2021-09-16,Peter,5570,440.007.9911,Ice Cream,15,1,3.99,3.99,Credit Card,Dawood,Mississauga
593,2021-09-17,Mary,1953,(683) 366-6066 x571,Bottled Water,11,4,4,1,Debit Card,Eva,Markham
592,2021-09-20,Stanley,1498,453-074-2545,Chicken Tenders (4 pc),13,1,5.99,5.99,Cash,Frank,Toronto
591,2021-09-20,Miguel,1742,1-317-343-5688,Onion Rings,12,3,11.97,3.99,Credit Card,Grace,Toronto
590,2021-09-20,Sally,9236,+1 (184) 526-4820,Cheese Fries,7,3,10.47,3.49,Debit Card,Bob,Mississauga
589,2021-09-21,Ariel,2699,666.469.5493,Cheese Fries,7,1,3.49,3.49,Credit Card,Grace,Toronto
588,2021-09-22,Brandon,9047,(959) 788-5146 x247,Ice Cream,15,5,19.95,3.99,Cash,Eva,Toronto
587,2021-09-23,Robert,1754,(180) 821-1321,Regular Fries,6,4,9.96,2.49,Cash,Dawood,Toronto
586,2021-09-27,Amber,6705,(856) 378-6814,Bottled Water,11,4,4,1,Credit Card,Eva,Mississauga
585,2021-09-28,Jill,2778,(581) 465-1251,Ice Cream,15,4,15.96,3.99,Debit Card,Grace,Markham
584,2021-09-29,Laura,5997,452-260-2164,Classic Burger,1,5,29.95,5.99,Cash,Frank,Markham
583,2021-10-01,Kenneth,5484,170-565-3003 x700,Choco Cookie,16,1,1.49,1.49,Debit Card,Eva,Mississauga
582,2021-10-01,David,9448,(560) 207-7620,Soda (Regular),9,2,2.98,1.49,Cash,Dawood,Mississauga
581,2021-10-01,Adam,3744,(325) 161-5733 x524,Chili Cheese Fries,8,3,13.47,4.49,Credit Card,Eva,Markham
580,2021-10-03,Carly,8400,(360) 401-9400,Veggie Burger,18,2,11.98,5.99,Credit Card,Altaf,Mississauga
579,2021-10-05,Russell,2671,573.361.7860,Classic Burger,1,5,29.95,5.99,Credit Card,Frank,Scarborough
578,2021-10-06,Vickie,5651,329-392-1313,Veggie Burger,18,5,29.95,5.99,Debit Card,Frank,Toronto
577,2021-10-13,Anne,2421,1 (866) 054-6399,Chicken Burger,2,1,6.49,6.49,Cash,Grace,Toronto
576,2021-10-14,Jesse,6835,102 391 9915,Regular Combo,4,5,20,4,Cash,Dawood,Mississauga
575,2021-10-15,Arthur,9950,1 (217) 413-3114,Chili Cheese Fries,8,1,4.49,4.49,Credit Card,Altaf,Markham
574,2021-10-16,Yolanda,9575,480-947-4006 x312,Chili Cheese Fries,8,4,17.96,4.49,Credit Card,Charlie,Scarborough
573,2021-10-19,Michelle,5057,526.554.5925,Choco Cookie,16,5,7.45,1.49,Cash,Frank,Mississauga
572,2021-10-19,Karen,2818,1 (981) 304-5785,Ice Cream,15,3,11.97,3.99,Debit Card,Altaf,Scarborough
571,2021-10-20,Raymond,6966,883-146-2010 x296,Choco Cookie,16,1,1.49,1.49,Debit Card,Altaf,Mississauga
570,2021-10-21,Stephen,6183,1-183-731-0236,Cheese Fries,7,1,3.49,3.49,Credit Card,Humza,Markham
569,2021-10-22,Tracy,2787,552-945-0409 x647,Soda (Large),10,4,7.96,1.99,Credit Card,Eva,Mississauga
568,2021-10-23,Peter,5570,(973) 760-0460,Choco Cookie,16,5,7.45,1.49,Credit Card,Altaf,Scarborough
567,2021-10-23,Raymond,6966,667-971-7212 x226,Soda (Regular),9,2,2.98,1.49,Cash,Frank,Markham
566,2021-10-23,Joseph,3078,426-098-2859,Chicken Burger,2,1,6.49,6.49,Debit Card,Bob,Toronto
565,2021-10-25,Kimberly,1078,+1 (976) 392-7023,Chili Cheese Fries,8,2,8.98,4.49,Cash,Dawood,Scarborough
564,2021-10-26,Laura,5997,(328) 524-5958 x158,Classic Burger,1,1,5.99,5.99,Debit Card,Dawood,Markham
563,2021-10-26,Margaret,5040,685.762.0760,Ice Cream,15,4,15.96,3.99,Debit Card,Charlie,Markham
562,2021-10-27,Joseph,3078,310-492-1136 x356,Ice Cream,15,2,7.98,3.99,Debit Card,Dawood,Mississauga
561,2021-10-27,Thomas,2308,420 867 4568,Chicken Tenders (4 pc),13,3,17.97,5.99,Cash,Frank,Markham
560,2021-10-27,Jennifer,3902,201.170.8053,Ice Cream,15,1,3.99,3.99,Credit Card,Humza,Markham
559,2021-10-27,Roger,6782,+1 (620) 708-1473,Large Combo,5,5,25,5,Credit Card,Grace,Toronto
558,2021-10-30,Brandon,9047,654 500 2883,Large Combo,5,5,25,5,Debit Card,Altaf,Scarborough
557,2021-10-31,Patrick,4939,858-418-8414 x128,Double Patty Burger,17,2,15.98,7.99,Cash,Altaf,Scarborough
556,2021-10-31,Scott,4042,196-869-0796 x242,Double Patty Burger,17,1,7.99,7.99,Credit Card,Altaf,Toronto
555,2021-11-01,Michelle,5057,383-750-5502 x870,Chili Cheese Fries,8,1,4.49,4.49,Cash,Grace,Mississauga
554,2021-11-01,Donald,7879,420-871-6284 x844,Classic Burger,1,5,29.95,5.99,Debit Card,Humza,Toronto
553,2021-11-02,Theodore,9256,517.183.9750,Soda (Regular),9,5,7.45,1.49,Credit Card,Charlie,Markham
552,2021-11-02,John,8745,1-109-894-9936,Chicken Burger,2,2,12.98,6.49,Cash,Eva,Toronto
551,2021-11-02,Linda,2829,282.746.8711,Large Combo,5,2,10,5,Credit Card,Frank,Toronto
550,2021-11-02,Angela,2029,1 (969) 591-1972,Large Combo,5,1,5,5,Cash,Frank,Scarborough
549,2021-11-03,Jennifer,3902,106 257 4267,Chicken Tenders (4 pc),13,4,23.96,5.99,Cash,Humza,Toronto
548,2021-11-04,James,3216,618-124-9837,Bottled Water,11,5,5,1,Debit Card,Bob,Toronto
547,2021-11-06,Meredith,1020,762 000 5777,Soda (Large),10,5,9.95,1.99,Debit Card,Frank,Mississauga
546,2021-11-07,Dennis,6487,(923) 845-8529,Chili Cheese Fries,8,1,4.49,4.49,Debit Card,Humza,Toronto
545,2021-11-10,Tyler,3647,190-799-2857,Chicken Burger,2,2,12.98,6.49,Cash,Charlie,Mississauga
544,2021-11-10,Nicholas,9552,(596) 530-8886,Chicken Tenders (4 pc),13,5,29.95,5.99,Cash,Humza,Scarborough
543,2021-11-11,Brittany,8856,+1 (318) 913-6177,Chicken Tenders (4 pc),13,2,11.98,5.99,Cash,Dawood,Markham
542,2021-11-11,Nicole,5152,551.951.1112,Small Combo,3,4,12,3,Debit Card,Dawood,Mississauga
541,2021-11-11,Jason,3332,301-587-6507,Veggie Burger,18,3,17.97,5.99,Credit Card,Frank,Toronto
540,2021-11-13,Timothy,1621,(903) 902-0108,Large Combo,5,3,15,5,Credit Card,Bob,Toronto
539,2021-11-15,Michelle,5057,(480) 476-5739 x164,Regular Fries,6,1,2.49,2.49,Debit Card,Dawood,Scarborough
538,2021-11-17,Bradley,7691,877.816.1690,Veggie Burger,18,4,23.96,5.99,Cash,Altaf,Toronto
537,2021-11-17,Sarah,3900,870-652-7330 x514,Classic Burger,1,4,23.96,5.99,Cash,Altaf,Markham
536,2021-11-18,Julie,7444,958-282-2606 x462,Chili Cheese Fries,8,3,13.47,4.49,Debit Card,Altaf,Mississauga
535,2021-11-20,Franklin,8549,(846) 500-9816 x782,Small Combo,3,2,6,3,Cash,Humza,Mississauga
534,2021-11-21,Megan,3149,543.207.3788,Regular Combo,4,5,20,4,Credit Card,Dawood,Scarborough
533,2021-11-22,Brian,3604,(300) 914-5301,Classic Burger,1,2,11.98,5.99,Cash,Bob,Scarborough
532,2021-11-27,Melissa,7924,(268) 028-5044 x951,Classic Burger,1,1,5.99,5.99,Credit Card,Bob,Markham
531,2021-11-28,Tammy,2278,+1 (298) 359-9873,Regular Fries,6,5,12.45,2.49,Debit Card,Eva,Mississauga
530,2021-11-30,Tiffany,9312,826.524.1771,Chili Cheese Fries,8,5,22.45,4.49,Cash,Grace,Mississauga
529,2021-12-02,Matthew,1615,(635) 366-6687,Cheese Fries,7,4,13.96,3.49,Cash,Altaf,Mississauga
528,2021-12-04,Matthew,1615,679 832 1952,Onion Rings,12,3,11.97,3.99,Cash,Grace,Toronto
527,2021-12-04,Hannah,5718,+1 (135) 952-2612,Garden Salad,14,2,9.98,4.99,Credit Card,Bob,Markham
526,2021-12-05,Desiree,4901,(405) 748-2150 x437,Veggie Burger,18,2,11.98,5.99,Cash,Altaf,Scarborough
525,2021-12-05,Lauren,1936,1-996-244-4467,Regular Combo,4,5,20,4,Debit Card,Dawood,Toronto
524,2021-12-05,Cody,9156,1 (449) 844-2073,Choco Cookie,16,3,4.47,1.49,Cash,Eva,Scarborough
523,2021-12-07,Mark,4959,812.101.0429,Garden Salad,14,4,19.96,4.99,Cash,Humza,Mississauga
522,2021-12-08,Tanya,8355,370.628.4235,Soda (Large),10,2,3.98,1.99,Debit Card,Grace,Mississauga
521,2021-12-11,Amy,2862,+1 (265) 141-4902,Onion Rings,12,2,7.98,3.99,Cash,Altaf,Scarborough
520,2021-12-14,Deanna,6559,(980) 771-7790 x670,Regular Combo,4,1,4,4,Credit Card,Bob,Scarborough
519,2021-12-21,Kimberly,1078,977 298 0595,Small Combo,3,4,12,3,Credit Card,Charlie,Scarborough
518,2021-12-21,Megan,3149,579-201-0507 x613,Cheese Fries,7,3,10.47,3.49,Credit Card,Bob,Markham
517,2021-12-23,Haley,1452,590-690-8400,Chicken Burger,2,1,6.49,6.49,Cash,Grace,Scarborough
516,2021-12-24,Katelyn,5885,1 (707) 405-9675,Onion Rings,12,5,19.95,3.99,Cash,Grace,Mississauga
515,2021-12-26,Sean,8146,+1 (964) 451-7735,Regular Fries,6,3,7.47,2.49,Credit Card,Humza,Mississauga
514,2021-12-27,Eric,1710,(243) 235-3315,Veggie Burger,18,2,11.98,5.99,Cash,Eva,Scarborough
513,2021-12-28,Patrick,4939,977-333-0092,Cheese Fries,7,1,3.49,3.49,Debit Card,Altaf,Toronto
512,2021-12-28,Tammy,2278,(283) 208-1554,Soda (Regular),9,3,4.47,1.49,Credit Card,Dawood,Scarborough
511,2021-12-30,Brandon,9047,166-826-6208,Onion Rings,12,2,7.98,3.99,Debit Card,Eva,Scarborough
510,2021-12-31,Sabrina,6240,(161) 920-2347,Regular Fries,6,5,12.45,2.49,Credit Card,Frank,Scarborough
509,2022-01-01,Andrew,4364,1-296-656-1926,Regular Combo,4,3,12,4,Credit Card,Bob,Markham
508,2022-01-04,Joshua,5936,(690) 956-1776 x303,Soda (Large),10,2,3.98,1.99,Credit Card,Bob,Toronto
507,2022-01-04,David,9448,(455) 705-2967 x803,Chili Cheese Fries,8,1,4.49,4.49,Credit Card,Frank,Mississauga
506,2022-01-04,Kimberly,1078,+1 (845) 236-2472,Onion Rings,12,4,15.96,3.99,Credit Card,Altaf,Toronto
505,2022-01-05,Laura,5997,1 (842) 971-7883,Classic Burger,1,3,17.97,5.99,Cash,Frank,Scarborough
504,2022-01-06,Wanda,2928,878-342-9031,Classic Burger,1,5,29.95,5.99,Credit Card,Eva,Mississauga
503,2022-01-08,John,8745,128-702-3305 x695,Ice Cream,15,4,15.96,3.99,Credit Card,Grace,Markham
502,2022-01-11,Katherine,7091,784-274-7541,Choco Cookie,16,4,5.96,1.49,Debit Card,Dawood,Mississauga
501,2022-01-11,Kelly,9701,1-257-733-9973,Double Patty Burger,17,1,7.99,7.99,Credit Card,Altaf,Scarborough
500,2022-01-13,Mark,4959,(515) 075-9284,Chicken Burger,2,5,32.45,6.49,Cash,Eva,Markham
499,2022-01-14,Andrew,4364,(603) 598-7482 x005,Bottled Water,11,3,3,1,Credit Card,Frank,Scarborough
498,2022-01-15,Scott,4042,776.094.8292,Chili Cheese Fries,8,2,8.98,4.49,Credit Card,Humza,Markham
497,2022-01-17,Katherine,7091,174-779-0226,Regular Fries,6,4,9.96,2.49,Cash,Eva,Mississauga
496,2022-01-18,Robert,1754,(844) 158-4226,Chili Cheese Fries,8,3,13.47,4.49,Credit Card,Frank,Markham
495,2022-01-18,Jennifer,3902,602-258-2595,Choco Cookie,16,5,7.45,1.49,Cash,Charlie,Mississauga
494,2022-01-19,Mary,1953,714.342.2141,Double Patty Burger,17,3,23.97,7.99,Cash,Eva,Mississauga
493,2022-01-19,Bethany,2270,979.447.9934,Regular Fries,6,5,12.45,2.49,Credit Card,Grace,Scarborough
492,2022-01-20,Anne,2421,337.271.9827,Choco Cookie,16,4,5.96,1.49,Credit Card,Bob,Mississauga
491,2022-01-23,Jessica,9089,(826) 829-0264 x496,Ice Cream,15,3,11.97,3.99,Debit Card,Frank,Scarborough
490,2022-01-27,Paula,6721,480 966 5275,Regular Combo,4,3,12,4,Credit Card,Bob,Mississauga
489,2022-01-27,Keith,8364,+1 (185) 734-3574,Chicken Tenders (4 pc),13,4,23.96,5.99,Credit Card,Frank,Mississauga
488,2022-01-27,Amber,6705,+1 (733) 843-8534,Ice Cream,15,1,3.99,3.99,Debit Card,Humza,Toronto
487,2022-01-29,Becky,5188,1-440-463-8345,Regular Combo,4,3,12,4,Cash,Altaf,Markham
486,2022-01-29,Angela,2029,187-752-5258,Onion Rings,12,4,15.96,3.99,Debit Card,Dawood,Scarborough
485,2022-01-30,Michelle,5057,428 258 0440,Small Combo,3,3,9,3,Debit Card,Frank,Toronto
484,2022-02-02,Lori,1637,424 507 0719,Garden Salad,14,3,14.97,4.99,Debit Card,Altaf,Scarborough
483,2022-02-05,William,8661,1 (599) 887-9998,Chili Cheese Fries,8,3,13.47,4.49,Credit Card,Altaf,Markham
482,2022-02-07,Mary,1953,549-806-4673 x697,Garden Salad,14,4,19.96,4.99,Debit Card,Altaf,Scarborough
481,2022-02-09,Zachary,4392,(553) 076-8405,Classic Burger,1,4,23.96,5.99,Cash,Charlie,Mississauga
480,2022-02-10,Amy,2862,+1 (632) 189-5232,Veggie Burger,18,3,17.97,5.99,Cash,Humza,Mississauga
479,2022-02-10,Taylor,6601,694-603-0664,Chili Cheese Fries,8,3,13.47,4.49,Credit Card,Bob,Markham
478,2022-02-10,Joshua,5936,330-623-0746 x911,Classic Burger,1,4,23.96,5.99,Cash,Humza,Scarborough
477,2022-02-11,Ann,1244,+1 (217) 166-2276,Garden Salad,14,5,24.95,4.99,Debit Card,Charlie,Mississauga
476,2022-02-13,Erin,8311,435.455.1709,Chili Cheese Fries,8,3,13.47,4.49,Debit Card,Humza,Toronto
475,2022-02-14,Lori,1637,+1 (745) 918-9303,Cheese Fries,7,2,6.98,3.49,Cash,Dawood,Scarborough
474,2022-02-15,Katherine,7091,636-680-9292,Small Combo,3,1,3,3,Debit Card,Eva,Mississauga
473,2022-02-16,Kevin,4959,(648) 194-1925,Regular Fries,6,4,9.96,2.49,Debit Card,Humza,Toronto
472,2022-02-17,Felicia,8788,(858) 609-6558 x363,Classic Burger,1,1,5.99,5.99,Credit Card,Grace,Mississauga
471,2022-02-17,Grace,3771,1 (214) 288-2603,Choco Cookie,16,3,4.47,1.49,Debit Card,Frank,Toronto
